time,posS3,posE0,posE1,velS3,velE0,velE1
7.868e-06,-2.9282524074864185,-0.45046947993973685,0.0095993108859687842,-1.1288490336808913e-10,0.0,2.6457399226895888e-12
0.010136842,-2.9282524074864185,-0.45046947993973685,0.0095993108859687842,0.0,0.0,0.0
0.020093918000000002,-2.9280379079880112,-0.45046947993973685,0.0095993108859687842,0.021542418517970438,0.0,0.0
0.030128002,-2.9268499107660655,-0.44551472463097663,0.0096873088430495281,0.1183961806524378,0.49379248855802049,0.0087699043660332023
0.040099859,-2.9268499107660655,-0.44551472463097663,0.0096873088430495281,0.0,0.0,0.0
0.050101995,-2.9234839186372192,-0.43966090500959559,0.00978678479453211,0.33652733064679896,0.58525695125331634,0.0099454707956962256
0.060111999,-2.9203984258524436,-0.42836517188362905,0.0099245207273541431,0.30824091426693301,1.1284444168020857,0.01375982795032181
0.070141792,-2.9177089321416494,-0.40453798728130974,0.010222948581801884,0.26815047038300677,2.3756407138531479,0.029754138938634166
0.080106973,-2.9177089321416494,-0.40453798728130974,0.010222948581801884,0.0,0.0,0.0
0.090119838,-2.9103994492344003,-0.36533165410671542,0.010946062229117565,0.73000913397405121,3.9155959033297987,0.072218455688325092
0.10009098,-2.9103994492344003,-0.36533165410671542,0.010946062229117565,0.0,0.0,0.0
0.11009883899999999,-2.9069014574142265,-0.34527499472736944,0.01109910215447538,0.3495244907201282,2.0040909228783077,0.015291974572964641
0.120113849,-2.9031889660956471,-0.29653145069466597,0.011148840130216671,0.3706927220820862,4.8670489627772193,0.0049663430931462813
0.130093813,-2.8939984875869831,-0.29653145069466597,0.011148840130216671,0.92089295198500298,0.0,0.0
0.140082836,-2.8898734972330047,-0.24604918757279717,0.011194752107824016,0.41295233317396479,5.0537738397307521,0.0045962430567378755
0.150127887,-2.8841975105059303,-0.22365971374352334,0.011229186091029525,0.56505305220196167,2.2289059387825745,0.003427955040298821
0.16014289799999998,-2.8798580206535456,-0.20096923159812977,0.011263620074235033,0.43329856076890455,2.2656472514502051,0.0034382371827158956
0.17010283399999998,-2.8798580206535456,-0.20096923159812977,0.011263620074235033,0.0,0.0,0.0
0.180097818,-2.8754525309554966,-0.17047629704805389,0.011290402061172652,0.44077006006702885,3.0508237481996843,0.0026795427524064531
0.190126896,-2.8650080553792243,-0.12458441074701092,0.011294228059306596,1.0414193185327965,4.5758828778720213,0.00038149051527411147
0.200105905,-2.860487065951264,-0.093774625337861614,0.011321010046244214,0.45304993992492731,3.0874594269981421,0.0026838323261977677
0.210104942,-2.860487065951264,-0.093774625337861614,0.011321010046244214,0.0,0.0,0.0
0.22010993899999998,-2.8544480800730399,-0.04748667546297692,0.011347792033181831,0.60359697041629867,4.6264831338664765,0.0026768610662868493
0.23015189099999997,-2.8453401013714559,-0.016732338954165444,0.011351618031315779,0.90699285373839411,3.0625854922241689,0.00038100143616975315
0.24009799899999998,-2.8453401013714559,-0.016732338954165444,0.011351618031315779,0.0,0.0,0.0
0.25010085099999996,-2.8392351156475684,0.003522352212101378,0.014481284504883112,0.61032450783911563,2.0248916175373606,0.31287741471805569
0.26010298699999995,-2.8346151264511126,0.022208631625954892,0.019041874280546031,0.46190025775052318,1.8682288876949398,0.45596158417191285
0.27008891099999993,-2.8299291374089934,0.049358789612806486,0.022160062759711531,0.46925943379091839,2.7188428418693746,0.31225838281620205
0.2800748349999999,-2.8189566630674117,0.093971390570340596,0.022925262386500611,1.0987940967287326,4.4675486171869636,0.076627824003976011
0.2901039119999999,-2.8189566630674117,0.093971390570340596,0.022925262386500611,0.0,0.0,0.0
0.3000988959999999,-2.8142211741410446,0.12024624805900193,0.026544656621212956,0.47378654396716435,2.6288043571316706,0.36212106339663425
0.3100888729999999,-2.8030507002624718,0.1520224285883251,0.039442096330742894,1.1181681277717384,3.1808061749614809,1.2910379783186625
0.3201270099999999,-2.7981172117991138,0.17169094566530615,0.048800487766373343,0.4914745099970303,1.9593792231547602,0.93228369324212734
0.33011197999999986,-2.7981172117991138,0.17169094566530615,0.048800487766373343,0.0,0.0,0.0
0.34010100299999985,-2.7915337271941647,0.18396099518292341,0.057944623306502845,0.65907192374560197,1.2283533151958164,0.91541840880029024
0.35011601399999986,-2.786567238807975,0.19474184566289571,0.068764546029300433,0.49590443646938959,1.0764691601409415,1.0803705280800577
0.36010289199999984,-2.7815677504989536,0.20735250985401682,0.085132166046318847,0.5006057257354517,1.2627233647112854,1.6389125827929825
0.37009882899999985,-2.7749182660483407,0.21568172681190872,0.098779501390102095,0.66521872342861543,0.83326024942853338,1.365288250994704
0.38010692599999985,-2.7699022777779025,0.22290592639878218,0.11348663821698821,0.50119301106275682,0.72183548849231305,1.4695238092602529
0.39011502199999987,-2.7648697895460495,0.23061332354574249,0.13488927177827875,0.50284172252675174,0.77011622859735862,2.1385320006213515
0.40012979499999984,-2.7530723171336717,0.2376513732529103,0.17175276379884269,1.1780069715387178,0.70276677336249316,3.6809113916574985
0.41011094999999986,-2.7530723171336717,0.2376513732529103,0.17175276379884269,0.0,0.0,0.0
0.42009782799999984,-2.7479408291333227,0.23871678426654461,0.1999082840665469,0.51382303862618695,0.10668108828748127,2.8192514485211704
0.43009591099999983,-2.7411428450299669,0.24197638747926217,0.21911862069708674,0.6799287526774741,0.32602281984632109,1.9214019958165818
0.44009685499999984,-2.7360773568752821,0.24826587703186903,0.2356851926170703,0.50650100177390978,0.62888958808357076,1.656500818321107
0.45009899099999984,-2.7309788687977647,0.25907049132627186,0.25486109526440465,0.50973992730326179,1.0802306921644362,1.9171807549241828
0.46010398799999985,-2.7242468845400722,0.2687502850709641,0.2676322770355144,0.67286219652964441,0.96749591675961966,1.2764803198951236
0.47007894499999986,-2.7142809078448611,0.29464492152873734,0.29250891690242736,0.99909971493723271,2.5959647202261862,2.4939094842126099
0.48008680299999984,-2.7142809078448611,0.29464492152873734,0.29250891690242736,0.0,0.0,0.0
0.49010300599999984,-2.7076809232784957,0.30653871065120497,0.3020012182727459,0.6589307910757547,1.1874548791061479,0.94769458749174063
0.5001018039999998,-2.7026814349694743,0.31848398803827199,0.31133665371957264,0.50000893197576513,1.1946713382015539,0.93365577010624135
0.5101609229999998,-2.6976489467376208,0.34408157681566393,0.33387560872664501,0.50029115192429252,2.5447147784405306,2.2406490078378005
